buseness_id,category,yelp_rating,number_of_reviews
DfBUngoHrLvkEeRT8rwwBQ,Italian,3.5,79
0aeO0gsxyeASyI9KnuRMAA,Halal,4.0,116
NpqNngpmMPB4HIGJmm0qhQ,Breakfast & Brunch,4.5,32
LZzDvgfpkd4nI3E4L9wF1w,Tacos,3.5,977
_zZPva_jPFZxGU5fAwakwA,American (Traditional),4.5,450
8xJ-PcK6JF4xP1WmKbvu4A,Sushi Bars,4.0,161
pnY1m8aBusUCqgD1rUcLyw,Italian,4.5,822
K6WTnxvhq8ppvj8v7TtQHA,Indian,4.0,244
ZesuvK3U-6ZrMx8GK4rQGw,Himalayan/Nepalese,4.5,155
ojbH3wnRu050hRhkmoxRiA,Szechuan,4.0,404
5uXy1jtcMh7b14Wp9S8V6w,Mexican,4.0,103
7_q1IsPoR25clSoigtGmeg,Italian,4.5,309
KuZMoFsiOvRo_eIccLkcCA,Mexican,4.0,72
tfCSDMnDEdWPOoBPk6jqog,Italian,4.0,174
X2tWTuLJW5utCmuH7HlMTg,Mexican,3.0,201
f8FZF8_wGT_Pj7IqnYliIQ,Italian,3.5,83
qQkmtMVrhQV7EXIB2Br2YQ,Mexican,3.5,70
2SIfmAUgJjX5m4yJW17ErA,Chinese,3.5,79
1pm04v3jhOCDJjSMWiZSTQ,Fast Food,4.5,86
TPvVGmT4AY1mloktV-2Dpw,Pizza,3.5,116
2EOinQpyU4ChpyJ4KusO2A,Vegan,4.5,88
WPAhadGiicQQ2Y8SYahM0w,Sushi Bars,4.0,1014
hfe18BUuHBWd_5ZC0VO-Dg,Mexican,5.0,10
m_L2ZFKuXy9nD9hBLf8NIg,Indian,4.0,13
-xoNaQQz6nh3QfRx98ddHA,Gastropubs,4.0,164
GegBrMn1bj2S9LK1FVky0g,Italian,4.0,86
B10mqANgHvL8gBteo1UhAA,Pizza,3.5,274
08kVZ7eYC9NGn6njjsRkQA,Asian Fusion,3.5,110
ZehEdNbwSBBducVmEJPrXA,Cocktail Bars,4.5,182
034juIlGCmBfquwTiAkO1g,Chinese,4.0,44
S25gkWP6OQcYyqvGuIhJPw,Pubs,4.0,280
IjUmouYheWWG5nO2VWCmYA,Sushi Bars,4.5,104
x6n14NifL1K1-kimB83GVA,Poke,4.5,120
C5z7nZXyHnaK_bCkERpF5A,Bars,4.0,202
82_lGisVlstS_ojKZw9qNw,Delis,5.0,82
EiJswfMLjjyHE0O6obeFPg,Korean,4.5,33
7PGyWA51sSdw8M4fBXa9Gw,Italian,4.0,1919
2LDKhQdbGWKu640VNaWKPA,Mexican,4.5,12
10zu8EQg2hDIwGZ060_S_A,Sushi Bars,4.0,92
-DjjMq3P76dKAj7jQGYXQQ,American (New),4.5,14
6Leb5-5Wl7OfPM12LaFQeA,Italian,4.5,26
Lc4vGpH-kSjh35vv635Uhg,Sushi Bars,4.5,132
ZVtjS8Hvq2a6SxHxlehPGg,Italian,4.5,188
3X1IHpOzx0IYp5wM7JVF4g,Indian,3.5,132
TJ_POk8hrMCE5u3On8M1FQ,Tacos,4.0,137
tKmqlKWOMMiU8pn0gLliXA,Mexican,4.0,271
gfok4Hsdqt6wSqJhY2QM6g,Italian,4.0,1056
q_Oe5sLa138EA-AY6nggeQ,Taiwanese,4.5,33
oUvqwPJkorOnYZFKRt0oEg,Italian,4.0,260
__GK0tVl6Dygt6BVn2TFrA,Chinese,3.5,173
PxTKXsdYqoFHWAG2amz0XQ,American (New),4.5,224
IiTLzksQAv9U8CW3s0bmlg,Mexican,4.5,55
bf-V94Y6ABoHz6SX7-N1_A,Sushi Bars,4.0,636
geIgkZSLRJuAJGWR-3D9gA,Japanese,4.0,169
eglk84L_IwvD4KwPk0Rq3w,American (New),4.5,337
Lq9mpHqoruy7_ymUO3kvsQ,Mexican,3.5,374
ZJ0gQp0fcnIDiZv0m9--Gg,Indian,4.5,233
zRL8YzDR1IaLiHdplUZHuA,Korean,4.0,72
5XJsZt4HFjSbAdc4dkWVKQ,Sushi Bars,4.0,180
_T88LJN8whEPe6uovSsb0g,Tapas/Small Plates,4.0,1709
NVgRtaMi-_CAzJw9zP76VQ,Indian,4.0,360
cFcLiM8NjttXTGpPLygo5w,Pizza,4.5,288
Vz2NTrZlbZyHD3MDz4fKzA,Szechuan,3.5,132
1AXoUNl24-WxYLz-yIIGfg,Italian,3.0,175
1w-BkaVLtJOPcfjDqhl8qA,Indian,4.0,176
kDjfqLzRQRhf_Y48tEwAcA,Mexican,4.0,60
8vGC4Or8Sgfdj3mXa7hlyA,Indian,4.5,149
JRS9jIbNKqeU8C4kfrkaPg,American (Traditional),4.0,212
wMN68wTTlu8hADAF3FkKTw,Indian,4.5,257
G0OK0Pxby7iPdWZa_o_-rQ,Italian,4.0,625
Z0QxuS2kt8Dikl3igVW93g,Tex-Mex,4.0,191
Q7jWIcT-caP0_mHH3xj_-w,Sushi Bars,4.0,91
1H9QxpuJ1go4L7Q6aKYmaw,Mexican,4.0,420
FgVKVqgRSxRGQyDepckxww,Italian,4.5,33
vOrfCrGXYwEGJ128it91Aw,Pakistani,4.0,300
GBX0t0fdh7k71DBv870UpQ,Indian,3.5,36
qVb-pQOXbfbG9g6NUqs_pA,Indian,3.0,98
6eiWLIo58e4q1pOt_p6FXQ,Italian,4.0,249
ultF6EfzuR_S3-QJyx67rw,American (Traditional),4.0,368
NQ6Qyjuf-2WrC7v5_QSrGQ,American (New),4.0,846
zM8B8ITOWbdFk1x4B7WZOw,Bars,4.0,328
O2Gu0SJBdRU4u8j-wDkH9w,Japanese,4.5,222
OwF4aaSHwwhLRYmx270qoQ,Mexican,4.0,175
DIus4em5I_q_auSFHB92IQ,Mexican,4.5,74
mB2M6WPWGo9IcJFfAYpfOg,Korean,4.0,515
Wz3TfsoBiXKWg631N4HIbw,American (New),4.5,1373
RHNf8cp6mjn6li56e6TlAA,Mexican,4.5,204
6lnsJHALiOe9V3oDbZTcTw,Sushi Bars,4.5,23
UTKsA-rDAs4LTpY3-Vcv1g,Korean,3.5,700
TH6upmxKScfV2R4POnC9QQ,Indian,4.0,69
g3OJi94JTYhIoEwqNfhI8g,Chinese,4.0,141
9PZxjhTIU7OgPIzuGi89Ew,Mexican,4.0,2430
B1USMhono3h0T8Gjnkcwlg,Afghan,4.5,130
ozB_gP4NKVvK9zCTG169Gg,Taiwanese,4.0,454
NQD7YeQROsD_imrQEscH9g,Indian,3.5,52
6ZlFEgOTDmdaAmo_upc3Bg,Caribbean,4.0,144
OAqsZMbjv66nOMqlimnYuQ,Italian,4.0,1970
WD08atFnQ553pZeV1eVgGg,Sushi Bars,4.5,66
Zf31yYwh35k_hvdS1Ln1tw,Tacos,4.0,529
x7bzkyPv0pf8mmp4BaexZQ,Diners,4.0,748
rOh2GZ4k9btQnUz68Adx8A,Japanese,4.0,60
YAJzBGvqT3dT_qAg6u8E1A,Pubs,4.5,339
WLCdg4ib7-_7b8epoXRjAw,Chinese,3.0,117
emWWcSEYCEVdfbpoQh313Q,Poke,4.5,145
Ha3a9AAVZSQYm0zIzAItCA,Cocktail Bars,3.5,9
ORXAkSK7yKdT5kPCvXhk4w,American (New),4.5,453
053Z75xCxXsxRACAcOOAVA,Chinese,4.0,183
Yhep3irMklXND6J9W1B0Iw,Sushi Bars,4.0,156
B09WOy0W83Od-Xw4xEXxog,Italian,4.5,160
jfAFOLuOYNHH-SRUurnR2A,Italian,4.0,105
Ulh3Vc44OLD1MJlQg2Ox4Q,Mexican,4.0,86
oHywMcurU-Z94mLGRNL85A,Indian,4.0,122
HV7AHORTkLqIfhR-tpRmzg,Japanese,4.5,243
mEzP1dtTlUY6BBAMDF100w,Mexican,4.0,813
DGSODeoRUnn-Sg5RLD_aMA,Korean,4.0,279
CWjuFD-yEvJGL0flE2LmjQ,American (Traditional),4.0,156
BSGQZuor-brP2t_E9s4lUw,American (New),4.0,335
-C1aUsFiGLBVU-EDQpGPJQ,Mexican,4.0,69
arKiXax3ScSM_z3O-0CIyw,Italian,4.0,383
1grirSBrKuN5WfMN-rqvIA,Mediterranean,4.5,141
pqonOGrmGXBVhyGrE5YPyQ,Japanese,4.0,77
YUN2bOthzdMbVSpuQZRg2Q,Italian,4.0,215
FNch79D08Y-40rBcRyEeeQ,Japanese,5.0,8
WRsx6oYB8vtEM24auz275A,Mexican,4.0,38
N20Ind9AWLbsCFFxtR_URQ,Italian,4.5,229
mcYpkvh9DPt_EJZqOp1RWA,Japanese,4.0,235
mzV1HSSXGcGshdZOZtBaHg,Filipino,4.0,60
kJjbElns3_GTNIklRVbHPQ,American (Traditional),4.0,387
JPIsHSqd1-6tefmKNEc_Tg,Chinese,3.5,209
A6qeKM-QHM04705fhIdEpQ,Chinese,4.5,48
-pL4Id5cuz2yC2UKi2Yq9A,Mexican,4.0,92
BHHn4GMWrYb2PiV3uH_BfA,Sushi Bars,4.0,101
Ef5P6C2yHAv08FPif5Rdtg,Korean,4.5,160
dqsP3VWz4HVKV7R-EMzXKQ,Sushi Bars,4.5,265
QzLVIRKz2L6sgXZnb82Nqg,Mexican,4.5,351
IE8WlT0jT31MzK0YreU4UA,Chinese,3.5,682
iAhafYWSB48norpZnNZGCg,Korean,4.0,167
JQ4E1Im1dHMpDa1s4vJMoQ,Vegetarian,3.5,197
Sfh9WuBUfRzK9qya5ZRtLg,Chicken Shop,4.0,445
LVduZGsU7tgiL_IH6igs-w,Mexican,4.0,36
Et2x_Zg81EEiwWNYt0WxLg,Szechuan,4.5,46
HVB8OFVmVp2BcrTuQA638Q,Italian,4.5,33
wh3SODJ1ifCWyAzu0QezhA,Chinese,4.0,143
z6-reuC5BYf_Rth9gMBfgQ,American (New),4.0,1368
D6WXf0lB4pfuXZH3P7c5Ow,Japanese,4.5,187
MtrXTHsxOCw0iCtOlPhrGQ,Ramen,4.5,2164
-6nqH2tdNHQdqb8LvILlBw,Sushi Bars,3.5,96
T4GbWPx-KXi_6-xDrVT1BA,Italian,4.0,358
L7_siqDfU4-ZA17YtA-SBg,Korean,4.5,50
PcZ00r97wYVYfvzpc9VEWA,American (New),4.5,23
trd2VIFmfpdvu7Rp9-ooJQ,Chinese,4.0,93
tPYkrHdTsYe_-Ty5EPiP2Q,Italian,4.0,243
emy68nZERGuUmgKYTSsCPg,Cantonese,3.0,373
OxBZqeYH5xuusEPp9ml7-g,Mexican,4.0,510
vA4Tlku2H_eSDyBP0kk9dQ,Latin American,4.0,62
h-bBnFFTZ2cNiuBMFu2UaQ,Pizza,4.5,256
RtXRuLDxNRX6yYHg1CkRUA,Chinese,4.0,326
Cd6Dfli4JBpHGgh0LVslpQ,Korean,3.5,212
Mtflfhc3oLiD9Gm5cTVZhw,Chinese,3.5,569
hJhqAfuv2n6W6DUwhVjaIw,Sushi Bars,4.0,211
gOk8l1MI9kpA7GXI7ByG2g,American (New),4.5,1634
pegl1ANL2v862WC8XyTP1w,Mexican,4.5,94
3xEfhRaWMSTN8XcuMgBjQA,Italian,4.5,248
S26gxay5At1uey7JuYEtfQ,Italian,4.0,184
W27jLxDLXkQJDnruyBRRjg,Japanese,4.0,164
L2ysMIQDfUwijAPO_jsNKA,Mexican,4.5,128
06SML11c3955e8N4QCLMAA,Chinese,4.0,44
ZvYDNfxeJgnB0_9jwSAsxQ,Italian,4.0,807
wYOgLL8zVCoJQEU-r0K3pA,Japanese,4.0,49
RkqZANRtDPRDb6tPiefnLA,Chinese,4.0,38
CG0z5nKKBWho91YQumCeiQ,Ramen,3.5,131
RVnzNtQVA_s0YlpwtkUkNQ,Seafood,4.0,57
Erzc9mS35xdDtoYNv3Gkmw,Japanese,4.0,263
hFm-DzlbDxbycuMXtwCKnw,Mexican,4.0,311
kJYukEW2Q3Vlvg6xNVXxvw,Italian,4.5,52
Eq1oLs3UOvS79plageW52Q,Cafes,4.0,473
MLUmWKaSOocTsILTAv6Kcg,Chinese,3.5,81
R4prwYq8lrCkcUw4bIdgTQ,Sushi Bars,3.5,99
aroMRQ85nI9YQHQr7fFdMA,American (Traditional),4.0,166
lMFxHiQtEWr7Ko1e4lHHNw,Mexican,3.5,296
3HdDrsF5OSHgI3IQQuJeZg,Chinese,3.5,62
yet0Pww_ouW49T7V41ecSw,Indian,4.0,552
H6eyv3BNlW13HnQXurXn-A,Tex-Mex,4.0,251
M2rxWaMaq8Qfwwtd3Lf1pA,Bars,4.5,81
w0Flh4SJyZOfujipHAfP_w,Chinese,4.0,61
eezje_7Lvt4BymqFA8mAXQ,Italian,4.0,276
qfh1mW4Xv6196gOhtPP-gg,Chinese,4.0,89
I4tl-1MMOhOvpbwm9c2L3w,Korean,3.5,171
bGzr14clpPAj7zKCRTp9sg,Beer Bar,4.5,30
0E6ctH35A3RY1nkMrRWV3g,Korean,4.0,101
ORMsTywJn3_NghKoIOZV_A,Indian,4.0,144
vatsSB3Ay2Ipml_S8vD7jw,Chinese,3.5,42
95R3PaPVq6czJbmM26Q0sA,Chinese,4.0,68
pTcbBzyNZxpmrFIiNARwbg,Indian,4.0,402
OyKQsYBHs_kA-pdpl9eCMg,Indian,4.0,55
b7DZ3MKs9bfUiAJHtYLuww,Chinese,3.5,95
jQys4sW-9j0TiC3aBmLYug,Chicken Wings,4.0,199
WaiWU5UbTsvfkYMHI5i5_A,Indian,4.5,30
ZU6xnfItMhceZTvM1MFqlA,Korean,4.5,227
E2E7KsjkDWsfn-d6gXrE0A,Asian Fusion,3.5,269
8EelEOPrFfBD6Go-IQf7cw,Beer Bar,4.5,154
dQ80ktWSRj5UIk96bRUmWw,Indian,4.0,507
awo8NOEYrg72HOBHFjGZzA,American (Traditional),4.0,2
p6RnfILI0jImkLz6uPiSqg,Indian,4.5,146
eFeT2cSwMCo-WCfNZCSXng,Butcher,4.0,62
KKf3Sn8ll0SniJ7I6mxUKQ,Japanese,4.5,102
-BImKAE7BXubGtBhIO9C9A,Burgers,4.0,912
wnjFEC-w0qWnyDnO8k1RpA,Mexican,4.0,68
bQaAtyu6D1ZEVEuVfdRdAQ,Fish & Chips,4.0,243
xfY46Z-nBtX6sZQLxrdxhQ,Wine Bars,4.0,208
JiKQ3ELrk0G9gnptiMBM6A,Italian,4.0,174
GkE3AbPbpuj7XygwCGfK8g,Indian,3.0,109
tJxAlyeT5PRbUIyJ2wsv-A,Italian,4.0,281
fYD-MJa3m4GprzhqyUsmwQ,Seafood,4.0,479
JDv3h1xRFIW8fXckqgTdRg,Japanese,4.0,382
CI6gEOiOQ5ps0oMUhgmKRg,American (New),4.0,27
PH6JLdp9kxUx3DBzQtsMhQ,Sushi Bars,4.0,76
yZs_A8r0qDz7Z5bR0C-aiQ,Burgers,4.0,543
7rUZnmRVyCpq4TrB9Brsiw,Mexican,4.0,1355
oyEYnLYdjnSDKjfulH6_qA,American (Traditional),4.5,82
esivMfjV4OFS5g8YMuR3UA,Italian,4.5,43
Pt2v94b9l39kezO27Qqn0A,Sushi Bars,4.0,230
uvj_tGQrGDSVXjNU4pHjCA,Indian,4.0,323
8cpweMpD9N8qXg_ByI6P_Q,Chinese,4.0,70
pjpUOlJLlkIxBZ5BquA2PA,Pizza,4.5,619
w3wKbjuNCZnYoPOr-FCk5w,Chinese,4.5,51
-psZLTe6IJTQUB-bZF7Zyg,Korean,3.5,272
bSfdLm1ke0oFCUK7hiAQ_g,Italian,4.0,327
36laMC_BB-nr9CV8BDqk_g,Chinese,4.0,294
Wtr51cNrv1pYyIRg_IawYQ,Italian,4.5,281
poswq7BdLM9Iryd9palDVQ,Italian,4.5,282
SgmoSVPW3YLELadpuQ5PQA,Thai,4.0,82
5Oj72C1PsKWHYM25XiQgWw,Southern,4.5,36
XrPVlXXa4cHLm7qKWFkfCg,French,4.5,999
QAMR-ujpiN4nuggIDMBXaA,Delis,4.5,374
AkaYjquGGgmjvmnii8eELQ,Chinese,3.5,1565
MnIrl3-ywqH6O0mh9zIMcg,Chinese,4.0,58
f4ucXoUdsxnmBrVs0-vHEA,Mexican,4.0,451
Qvtw84rupP35upM_x5c-qQ,Chinese,3.0,73
XW3NB-c3pA0vsmsXAn2rkw,Korean,4.5,282
6Bo4x6V1LOQYxVWgMALz8A,Japanese,4.5,129
DImi8qeCP-OUaLA8L2QR6A,Seafood,3.5,309
aqTsSg3rGqvw4y7GEaW23w,Korean,3.5,54
IS3h8_4gL_IbmpVTKDB3LA,Izakaya,4.5,131
rJSET6n83huqMUL4pf539w,Mediterranean,4.5,20
HnCLrGS0A2Owz_MiLchtfg,Indian,4.5,160
2DruOHW95Qm9VKAEn_F_uw,American (New),4.0,1105
cCKea_ufuGcxI14fhe84vw,Sushi Bars,4.0,2869
Ps-zAgPdR2yu8gSXQBnH-A,Asian Fusion,4.0,191
0uITanD7SWbzijovomLMNw,Mexican,3.5,117
tLL9K1ZKAcwZVUwGwlsBsQ,Cocktail Bars,4.0,134
70jKs0LvwuqaKvkaqVQP9Q,American (New),4.5,881
VbCpcXP6P5d72csHVWTfHQ,Mexican,4.0,169
0E5aLMKlywY4odyOPKJfhA,Japanese,4.0,244
QLwOyoDkf1OOt9VhMxFANA,Japanese,4.5,67
rQE66Di9riO1QH5DUxqUeg,Korean,4.0,53
LypmdJ6FEWP6Cnp_T3l5Ng,American (New),4.5,811
IGdEp113NtYc3jrmOAZ5hw,Japanese,3.5,220
gTw6PENNGl68ZPUpYWP50A,Korean,4.0,858
9bWTmhocDMrNdzqImbqVkA,Indian,4.0,1422
jNUa2sC5n7nkEUSb_R1cTA,Indian,3.5,121
AINqyp8JFwpMNYl9cqKxSg,Seafood,4.5,4
cJyQrgGznIyz8yvyeuaRyg,Chinese,4.0,131
l5xYUGbX6EOzLGz_bgVr5w,Korean,4.0,460
fzxvmA3Ygu3yrQQ6-cEpTw,Italian,4.0,382
57d0Gmx4JKuKQWyJYu0yfg,Ramen,4.5,243
2y3zuypmMKMdMhINu0plXg,Korean,4.0,389
uqqnu-9Fc8_Wy0y3_cdEUw,Japanese,4.0,160
mDl8AIUncJLzYsH0nPJwTA,Tacos,4.5,165
KgPICfpkOeM_o4MdqUGDwA,Chinese,4.0,321
DYEMQUcZXzri4WWO4NfPTA,Steakhouses,4.0,30
JzhTwAuTIkVG_UtcHnTYCg,American (New),3.5,661
AGlh4ZDv6jnoiYfz7At9mw,Dim Sum,4.0,1705
87EDxDzliixnsy4p_Y6DIg,Mexican,4.0,211
Bel7hrQhVRW4A64hmZZC6Q,Diners,4.5,163
y1Fo3-pGGcC4YO2G0a4rNQ,Sushi Bars,3.5,53
nxPdcEZsCx6Fu5TzZzBZZg,Mexican,4.5,13
LpgZHFLo2QXyD-yCrH2dTw,Chinese,4.0,116
-ceJoMSIAYcfGILikcqLsw,Italian,3.5,114
4PDEzh-naTKionNB5DLx9g,Italian,3.5,50
6qJFTEAj4arqO_AMe8bfLw,Mexican,4.0,55
rHBjO_uPDuAz2OZJexdcAw,Mexican,4.0,87
Vqs-BeREY-Frgw5uMX3_ZQ,Mexican,3.0,89
0W6SD2Z6XsfOjC7S0Xiv8Q,Italian,3.5,207
D2qV8sDdHEFlHbVz7VSHRQ,American (Traditional),3.5,851
EKj0uS2ySgrP_yqWXWK05A,American (Traditional),3.0,98
bQNp33h30ICf4q_vD-t1Sg,Ramen,3.5,151
RabZQuqXdHpWplJXsaFO1A,Pizza,3.5,34
zUOlLof9PzIEtBy6r8wCZg,Chinese,3.5,183
ogzJgwasAZGWA_8YNpXY6A,Japanese,4.0,450
fW0JBt2Nsm2WKKn34dXXag,Middle Eastern,4.5,7
WKPu6-QSUp4VHVGPehbGSQ,Chinese,3.0,70
Ud4ySJB6xQd14nMooHUnZw,Pizza,4.0,115
J9iuvKBj0uU0GlDnZ3XBhw,Pizza,4.5,131
wkKlpSx3OcoGJiv7p8VZzw,American (New),4.5,282
fgpa5WI96caUH4B7z-A35g,Korean,4.0,113
_H63TVv7JmpEgY-X6D-H8Q,Mexican,3.5,128
jLaximyL50WD8_7prkZ9eQ,Italian,3.5,1209
xfav9N8Har9UgAvKLgnvGg,Chinese,3.5,90
jGa-ArUqJ7d6iF2_JBoZLg,Indian,4.0,228
RwMLuOkImBIqqYj4SSKSPg,Tacos,4.0,2743
qKscu5qiEanq7XAduAhHmA,Thai,4.5,192
FGNKtLYZphTlIjlMGPMuTA,Sushi Bars,4.0,750
ZUBmtNBU0L45jIrMAgGeiQ,Ramen,4.0,797
gCsidBqhALICug9E2AphCw,Italian,4.0,376
qx6WhZ42eDKmBchZDax4dQ,Pizza,4.5,862
-tRo_30vvBJvpjhsLjYoSg,Sushi Bars,4.0,462
g9YfGaCb49yrLb7FpD9A7g,Italian,4.5,189
3gSSbn-kPJmqgAOJcrhS-Q,Indian,4.0,115
SxNmrLaO5ncRloMRfwv85g,Southern,4.5,56
JuvbKDb5v6agVSJk5yE6cA,Indian,4.0,242
G8kBEJZSflFKBVmvY2NkrQ,Asian Fusion,4.0,808
HZWHBfeuP4Fb6y8b8uqnbA,Japanese,4.0,1476
ugUsnqMsiP0eZnzuiw7U_A,Indian,4.0,30
juokLHi2yBRYLKhXOH51ZQ,Indian,3.5,69
2-J4F7aKX5O1CzODEMPxAg,Bars,4.5,400
39faN48_Cgs3bplVeHKTpQ,Japanese,4.0,166
PbnVyUFNmSh5vPw-UXo0dQ,Grocery,4.0,128
W9SliuSyX7N0XoiG9UFNdQ,Vietnamese,3.5,141
VJDXjHHahRU3P_Ultl7-Yw,Italian,4.0,1002
uUTjy_9dQUumLFd99OEFSg,Asian Fusion,4.5,62
2hFnAxflTks5OSkvoQTeZg,Chinese,3.0,94
BJXadWOLyGXzly7Iqx4W_g,Mexican,4.5,181
4-09fwKZsPvrpiaJOPjf2g,Mexican,4.5,93
gkG-uGNoUmqPkYUoLi43Hg,Italian,4.5,131
wP3J9n3aPb26HG7GUfVbdQ,Japanese,4.0,48
JMQDqoJHyCCguklrhPQEPw,Mexican,3.5,53
yNPh5SO-7wr8HPpVCDPbXQ,American (New),4.0,1712
mMqW29yApu2AKYc0ciaJ2Q,Chinese,3.5,20
8OvboOR5Uas20-s_YDQ06Q,Japanese,4.0,91
Q8s5lUT7yUvZMbVowrAxFA,Chinese,3.0,55
tOwqwzuMHb1-pGkk1MJbYQ,American (Traditional),4.0,10
O0HL2dwV3LE1PJwRRaI5-g,American (New),3.5,190
4JUZmqVXvAlBW73VIDwb_w,Japanese,4.0,110
GPGSBlT_Qivav8vH_d2yOg,Taiwanese,4.0,86
0F80pfvLYzKdHhSakhbYAg,Noodles,4.5,179
adDU0RLPAGxPME2Y1A6xcg,American (Traditional),4.0,91
7iuruLs-q-_RW06IbsBxZw,Korean,4.5,129
eLbKuFpCtHEjCkoWkDDk7g,Italian,4.0,27
xYfZiNe2dux7-e3hXvGcmQ,Chinese,4.0,42
YEWPB88USLrgZ0uQhNYvfw,Italian,4.0,44
GNyQIplKwD7MfmRga7PMRg,Italian,3.5,125
xjGHzF5LyZyTWtQinHfUWw,Mexican,4.0,99
4ZPcXpYcmsoiZQGn5M8JuQ,Mexican,4.0,902
Su3bXaot03rXFTnemryl0Q,Mexican,4.0,120
yzH7tpR2YaB3HSQCxEJf7g,Japanese,4.0,110
oHP6p0EtIg6puewTllBqpg,Chinese,4.0,111
14QP5lOdrTAVVCDDuHIAUg,Mexican,4.0,791
erKdzQkHP5Ac9dYJjrkUFA,American (New),4.0,106
U_OhWaDWwym5garJ5KyYMA,American (New),4.0,573
Rjn7_0_xsAquEeXsNvVKdQ,Sushi Bars,4.0,143
hwN2xICtts6rLPyW_mcPww,Chinese,4.0,79
n4IJp2ypCu34aTI2Zhim8g,Italian,4.0,94
VeCtH8J-KJY2M23KjnJA3Q,Chinese,4.0,20
EqHVDl1P53CC5JiZT5Rs5Q,Indian,4.5,84
SzJk0KG_vEeMMjh304WV7w,American (New),5.0,52
sZ6ZdSNinpgOfdq0k7fJiw,Chinese,3.5,80
peCqTKeFypW5P5Y2orbNyA,Indian,3.0,37
5TsjdwNt10gxGChQtGGpdg,French,4.0,1751
vi58lz0GLWITkg_r0WieNg,Korean,4.5,112
B4mLsLGyliICQ2mCZYy2JQ,Delis,4.0,251
gISoPD8D6MlpeUKJZA9eww,Whiskey Bars,4.0,69
yTsKFUkZnK4CE8ZCIYh7Ew,Pubs,4.0,508
X2BVemMMYWcWd-78cCcjLQ,Indian,4.0,313
je2gVgNpu6YuwhQF_WepOg,Korean,4.5,153
smBsHggLvIuABgntBvlYLw,Italian,3.5,188
BTCBzJp-obIBnmUUHsjRbA,Korean,4.0,114
5w_9_PZCuNv0qmbE9ipq6g,Korean,4.0,77
rIoFpreqXr-n2GmC-8P1Lg,Indian,4.5,31
aai2ZowvCdlLZkZdtVzNAw,Japanese,4.0,189
Q0Ljzkft95EWktyfHxsPXg,Mexican,4.0,1324
jxx28BzWjPN-NFY31Iqdbw,Indian,4.0,122
OowWjnNFs-Lfw0Kfx8GmJw,Bars,4.0,787
6Y9GixbgyX5LtRPX2NW-nQ,Noodles,3.5,19
uXOVFQraz1va1TrtgiqYTg,Italian,4.0,1341
-biTJUlMpAKAzROzhbuOEw,Italian,3.5,41
butItfd34LuZp8Ggg0ENIQ,Vegan,4.0,632
-4-3OcvX51Jx2WOo9qczrQ,Chinese,4.0,30
irrRkTb7J-j47CzLXZripQ,Japanese,4.5,214
KAlEMleKomiXDmE7wDOZeA,Italian,4.0,309
LOhZnk5Df01RF_IVDdxPfA,Italian,3.5,195
a_4HzG8ycp5tmPzug6Mh0Q,Indian,4.0,751
PKueB47-WHTRZ35jWqsBnA,Indian,4.0,110
nwU1tKh-D68B7Z44DbDwXg,Chinese,4.0,51
_mL3Bf0XwDLKvguY8vWr3w,Grocery,3.5,97
l2CUFQWrDHTw6nMQUghiuA,Dim Sum,3.5,286
u3xJFveXmAsBaligWkXNgA,Italian,4.0,141
DYpXliQHG05mr1SzsgubDg,Italian,4.0,41
s_1e6sjclSSEsEw4pyzUcw,Indian,4.0,90
nT3E2EORXiaX2aAvUIsVBg,American (New),4.5,108
A_hku4d9eogenovwEAlv6w,Italian,4.0,149
b1FgkTn1L1hwXwehqvgWHw,Korean,4.0,132
GTx7JN3t0pZw9-FIE0S7LA,Ramen,4.0,89
EERwPZdemE21aIwYsadjTg,Italian,4.0,173
SSJoveO-J4IvSJGRgO-YlA,Indian,4.0,1026
V2ZnSqZkN1XUs-LasHoApg,Japanese,4.0,83
aN4ZeWUcdnszHhTm3rZNyg,Seafood,4.0,35
FKj6537SERSe0SN8yI7-gA,Bars,4.5,107
3NV3TTsKGqW1WEbEQv_yBA,Szechuan,4.0,353
poihzGMCcNFsGeoJ9NEIjg,Korean,4.0,250
tiXUs4dvnrP6EhrvX5Yl_Q,American (New),5.0,98
rNb5Cemo-pYT7pd5pknJBg,Mexican,4.5,26
Jn-F5K1Ow_zaC0Sps7NC1Q,Bars,4.0,239
dDXtga5Kgo5B1twdezcZJA,Chinese,4.0,270
7HbKKqXtZUjf6uVSHZ8wyw,Korean,4.5,53
vKOx3WM2-c4VgNde4daeYQ,Japanese,4.0,278
TDy3W-6fVLNGqCGRvKWQmw,American (New),4.5,33
AgwAkMq0YstWFO4bw8HRiA,Italian,4.0,162
aghAlq5-6EqLZsD75fiG3w,Japanese,4.0,203
iGkLE8G0m2OBZXgOxqQm7w,Seafood,4.0,1264
hlz9LV0PAA5NjYYNTI6hig,Mexican,4.5,131
yxLvyIHTYXiZB6-y1lFp8A,American (New),4.0,374
m6jRlQTEFV6SWThsOR627w,Soul Food,4.5,104
xMmpV3UO77CTpRr3fqzGuA,Sushi Bars,4.0,101
AN4L1f5yQF0wW-J97JSceg,Mexican,4.5,23
N_-uVJbY4DAX10Xu2X27dA,Japanese,3.5,237
5F44ek4WBSIoy3Bf94mhSA,Japanese,4.5,68
9bFtely6SrD3canNiDd_Mw,Chinese,3.0,2
